Time, McKenzie-Discharge (m3/s), Middle Fork Willamette-Discharge (m3/s), Upper Yamhill-Discharge (m3/s), Pudding-Discharge (m3/s), Clackamas-Discharge (m3/s), Long Tom-Discharge (m3/s), Marys-Discharge (m3/s), North Santiam-Discharge (m3/s), South Santiam-Discharge (m3/s), Tualatin-Discharge (m3/s), Coast Fork Willamette-Discharge (m3/s), WRB-Discharge (m3/s)
1727, 80.0255, 66.7215, 0.58872, 5.4196, 5.89068, 51.5621, 0.333669, 94.1361, 51.6675, 3.91189, 23.4058, 329.682
1728, 79.2237, 57.5338, 0.436387, 5.05518, 5.54347, 50.65, 0.283118, 76.5382, 33.0224, 3.36262, 23.1744, 319.208
1729, 78.2601, 58.6286, 0.320454, 4.77903, 5.27131, 49.6152, 0.255521, 69.2852, 26.8838, 2.97462, 23.3051, 305.185
1730, 79.8397, 60.1645, 0.234286, 4.55381, 5.0441, 49.1789, 0.223079, 67.3062, 25.5614, 2.69604, 22.9682, 298.302
1731, 79.5684, 62.272, 0.193741, 4.3527, 4.82745, 48.3188, 0.207706, 66.6157, 25.2163, 2.50154, 21.7591, 295.506
1732, 77.5603, 65.3377, 0.164236, 4.18559, 4.64651, 48.1411, 0.192494, 67.6935, 25.0044, 2.36834, 21.393, 295.146
1733, 79.7226, 69.7497, 0.262579, 4.88163, 4.99155, 47.0785, 0.248695, 68.4477, 25.0953, 3.09099, 21.0456, 302.323
1734, 77.9952, 68.9173, 0.274918, 4.91006, 4.82003, 35.1251, 0.252724, 86.5101, 30.5746, 3.12491, 27.4865, 311.337
1735, 75.3897, 57.7232, 1.22573, 7.8415, 6.35409, 22.5783, 0.705891, 86.5917, 32.1712, 8.26544, 29.951, 326.214
1736, 79.2144, 63.8254, 4.77017, 14.7007, 10.1243, 13.3862, 2.10779, 101.898, 50.0824, 20.9927, 29.5109, 377.911
1737, 78.9359, 65.6795, 6.38728, 17.6193, 12.3857, 7.71819, 2.58536, 103.181, 51.092, 25.5686, 28.8854, 399.896
1738, 79.115, 65.7796, 5.70421, 15.6129, 11.257, 4.26942, 2.22708, 105.198, 56.7892, 22.2139, 28.7161, 385.958
1739, 79.6446, 64.6729, 4.36062, 12.6524, 9.52673, 2.73662, 1.6824, 104.496, 58.8681, 17.1711, 28.4069, 362.514
1740, 75.6285, 63.8616, 3.13834, 10.2126, 8.00365, 2.18097, 1.22524, 108.138, 59.34, 12.8264, 26.6933, 341.505
1741, 78.6472, 68.3125, 2.21261, 8.47332, 6.91328, 1.95114, 0.892729, 107.818, 58.318, 9.60601, 19.6903, 325.309
1742, 78.8737, 66.7458, 1.5713, 7.49784, 6.29894, 25.4507, 0.674222, 104.085, 57.268, 7.32918, 16.4904, 322.357
1743, 77.519, 63.156, 1.22799, 6.78505, 5.79568, 42.4029, 0.524224, 97.7321, 52.019, 6.17148, 16.7669, 324.232
1744, 75.5479, 59.9026, 1.71496, 7.81426, 6.68037, 44.9864, 0.616166, 95.2015, 50.3535, 8.25564, 17.54, 333.016
1745, 78.667, 55.8408, 1.93286, 8.00413, 6.55562, 43.1572, 0.662203, 94.6089, 50.2753, 8.63635, 17.7386, 331.994
1746, 77.5965, 56.5714, 1.73706, 7.38771, 6.03846, 42.7545, 0.601912, 94.5809, 50.5976, 7.66039, 17.6751, 326.323
1747, 76.7436, 58.8295, 1.37175, 6.59881, 5.51909, 40.9077, 0.502242, 93.4016, 49.5311, 6.31791, 17.6131, 319.168
1748, 75.5536, 59.2829, 1.03518, 5.94376, 5.12188, 39.3091, 0.414224, 92.0602, 48.3202, 5.15941, 16.8015, 311.668
1749, 77.1189, 57.9163, 0.775411, 5.47082, 4.8153, 27.5515, 0.349763, 91.8834, 48.3234, 4.27787, 23.6442, 303.638
1750, 77.4526, 58.1585, 0.591488, 5.12943, 4.5757, 15.4448, 0.32863, 100.161, 48.5295, 3.65503, 24.5641, 298.828
1751, 77.0449, 57.2627, 1.62689, 6.21068, 4.86863, 8.44706, 0.811603, 104.891, 48.8911, 5.23529, 25.0822, 304.399
1752, 76.6606, 57.3364, 7.503, 14.737, 9.88533, 6.44197, 4.15965, 110.917, 51.6443, 19.4498, 25.3474, 373.789
1753, 79.9822, 54.0988, 16.4025, 20.5002, 11.6468, 7.06435, 9.4601, 114.704, 54.5506, 30.2797, 25.9634, 437.901
1754, 83.075, 57.453, 34.2146, 40.1475, 21.1011, 8.24772, 14.7531, 126.48, 62.7966, 48.0823, 28.8958, 581.537
1755, 87.8481, 61.3945, 45.6294, 62.8256, 31.1474, 10.9658, 22.9014, 138.94, 69.8687, 59.8026, 31.379, 732.681
1756, 88.4361, 62.1698, 40.6021, 57.5114, 28.5118, 10.9166, 21.2719, 136.283, 68.5836, 55.2008, 33.1583, 717.57
1757, 88.5254, 68.6026, 30.2712, 44.4366, 22.9846, 24.6469, 16.0962, 135.121, 69.3524, 43.1701, 39.3443, 650.326
1758, 87.263, 69.9527, 23.4365, 34.7176, 18.7891, 49.6784, 13.4591, 134.605, 69.0458, 32.5493, 40.5466, 603.775
1759, 102.543, 70.9956, 41.1689, 62.8116, 37.13, 55.1029, 22.7754, 155.253, 88.5245, 60.8581, 42.7188, 796.772
1760, 101.273, 71.7909, 48.1702, 65.6092, 40.1472, 50.5822, 24.1564, 160.07, 88.7434, 67.4798, 40.8037, 859.352
1761, 101.667, 72.7959, 42.8872, 63.2781, 41.1928, 53.1092, 21.5006, 159.158, 86.6144, 60.6531, 41.7534, 843.453
1762, 96.5269, 70.8954, 32.4285, 51.4439, 34.2715, 47.6552, 16.1321, 151, 76.1619, 46.6097, 38.5235, 749.98
1763, 92.3158, 69.218, 23.2886, 40.3873, 27.858, 39.5271, 11.4746, 153.536, 81.522, 34.2862, 35.2192, 654.097
1764, 89.3854, 67.052, 18.5162, 33.069, 23.319, 35.8224, 9.37286, 149.458, 78.9097, 25.7305, 33.1383, 583.782
1765, 96.0313, 74.0551, 17.9005, 32.0987, 23.2305, 37.9124, 10.1238, 146.14, 76.4951, 22.6631, 16.5584, 560.255
1766, 98.8355, 71.6653, 25.3763, 38.0175, 27.5847, 42.0608, 13.8585, 141.976, 78.2457, 27.7219, 13.2832, 594.791
1767, 98.3654, 75.9861, 25.1187, 38.1236, 27.3317, 42.7029, 13.0524, 140.155, 79.946, 26.5143, 12.4424, 594.94
1768, 94.8993, 76.1845, 19.9583, 33.2143, 24.2714, 41.3396, 10.0602, 135.045, 77.2506, 21.5723, 11.6619, 555.923
1769, 90.9252, 73.3228, 14.6982, 28.2161, 21.365, 39.0556, 7.31505, 132.664, 75.6583, 16.6178, 10.4234, 508.056
1770, 88.791, 66.4037, 10.6868, 24.4689, 19.248, 34.1785, 5.29919, 132.114, 75.1236, 12.772, 8.97612, 464.232
1771, 97.527, 70.6982, 22.0426, 35.6953, 24.9198, 35.8735, 13.8613, 143.215, 84.1333, 20.7153, 13.4723, 540.925
1772, 110.403, 74.8468, 45.0169, 52.3582, 34.4144, 50.5437, 24.3148, 157.905, 93.0204, 43.0972, 16.4439, 711.147
1773, 176.244, 88.147, 174.176, 136.399, 93.7653, 70.8452, 84.7472, 262.077, 151.527, 163.666, 39.001, 1572.71
1774, 221.951, 112.34, 257.457, 189.954, 138.535, 90.4867, 138.396, 336.627, 192.938, 238.903, 57.0486, 2311.93
1775, 370.68, 145.315, 370.78, 284.326, 211.815, 137.779, 221.688, 441.465, 262.383, 360.527, 102.973, 3417.23
1776, 355.643, 211.767, 364.049, 244.697, 204.492, 146.012, 206.643, 464.238, 267.739, 342.216, 114.933, 3604.02
1777, 258.537, 208.604, 202.201, 167.925, 138.359, 123.157, 104.571, 427.263, 246.008, 221.667, 107.741, 2773.86
1778, 208.079, 212.986, 115.398, 121.137, 101.143, 117.428, 60.2742, 441.774, 231.62, 141.833, 89.8282, 2141.51
1779, 180.119, 182.753, 74.2434, 93.7128, 82.4881, 107.111, 39.6712, 444.817, 236.535, 95.6897, 63.1767, 1740.58
1780, 165.209, 150.386, 57.6332, 86.5187, 80.7285, 96.7617, 32.4341, 391.251, 205.218, 76.2072, 50.0477, 1496.9
1781, 157.545, 132.961, 43.766, 77.4356, 75.736, 83.5384, 24.4951, 313.216, 160.395, 59.7127, 41.5454, 1265.3
1782, 154.498, 147.917, 34.5388, 70.1309, 71.7373, 71.2353, 19.0524, 265.602, 128.267, 48.3596, 37.7276, 1104.94
1783, 154.289, 141.704, 30.2946, 66.0949, 72.2, 58.4439, 16.6193, 247.331, 115.954, 43.9331, 34.1562, 1017.75
1784, 154.157, 142.103, 25.2304, 60.1008, 69.1511, 43.2971, 13.091, 237.114, 110.04, 38.1376, 31.0902, 939.01
1785, 155.115, 119.965, 19.7871, 54.1302, 64.6343, 28.5829, 9.97048, 228.708, 105.765, 30.5412, 28.8299, 854.471
1786, 157.909, 104.879, 15.5278, 49.4776, 60.8462, 16.5541, 7.6574, 222.39, 101.587, 24.5727, 26.9691, 780.76
1787, 161.042, 104.278, 12.2691, 46.0469, 57.9785, 9.31061, 6.02118, 216.035, 98.1574, 19.7697, 25.4999, 727.622
1788, 167.404, 105.982, 9.84376, 43.4947, 55.886, 5.35442, 4.87262, 215.541, 95.2049, 16.2847, 24.3539, 698.597
1789, 169.987, 109.006, 8.99647, 41.6491, 54.6224, 3.58596, 4.07433, 222.162, 96.8427, 15.7565, 23.4302, 691.522
1790, 146.546, 114.492, 15.3138, 45.2553, 58.8174, 4.50089, 6.87106, 227.503, 99.8755, 21.5242, 24.1413, 721.047
1791, 141.942, 122.353, 27.3518, 54.8462, 70.1781, 6.2354, 14.1664, 238.033, 108.545, 33.095, 25.8205, 809.983
1792, 139.574, 131.494, 27.8653, 54.3468, 69.805, 5.74659, 13.9996, 235.71, 108.54, 34.3167, 25.2767, 828.05
1793, 136.373, 141.865, 24.2612, 50.7414, 66.1642, 4.83051, 11.2593, 233.455, 107.378, 31.633, 25.2564, 808.882
1794, 127.84, 153.725, 20.8969, 48.8228, 64.1794, 5.82664, 8.57122, 232.017, 104.905, 31.2971, 24.308, 791.413
1795, 117.796, 135.752, 17.3129, 45.4663, 60.5985, 7.64169, 6.52903, 228.932, 104.047, 28.3719, 22.8817, 751.22
1796, 107.912, 113.081, 20.3604, 48.8326, 62.1181, 7.23346, 6.41855, 185.736, 104.678, 34.623, 21.7799, 712.161
1797, 135.07, 76.7986, 77.2423, 96.4707, 91.8865, 17.7966, 39.073, 208.172, 126.844, 90.5348, 36.416, 1049.85
1798, 142.172, 76.4384, 107.206, 115.863, 105.46, 20.8911, 57.1167, 213.362, 130.988, 116.978, 37.5899, 1289.74
1799, 199.121, 91.2865, 259.373, 206.012, 178.146, 60.1376, 141.493, 313.378, 199.49, 287.593, 62.5224, 2334.58
1800, 251.81, 118.245, 332.828, 242.172, 174.452, 87.3733, 192.779, 376.329, 235.92, 343.178, 80.9308, 2990.58
1801, 214.753, 133.261, 194.598, 177.206, 132.855, 86.3682, 105.531, 324.427, 206.817, 228.272, 79.8572, 2418.67
1802, 205.894, 134.702, 131.065, 143.138, 113.829, 95.4273, 76.9039, 323.016, 195.283, 159.955, 95.8913, 2019.55
1803, 199.912, 144.179, 140.523, 148.4, 110.013, 108.383, 100.843, 345.243, 213.528, 158.979, 93.6459, 2074.54
1804, 187.889, 127.748, 202.723, 178.554, 116.468, 117.964, 142.15, 363.353, 238.311, 208.998, 91.6016, 2412.19
1805, 230.548, 132.278, 388.151, 292.111, 168.019, 152.782, 240.964, 468.562, 314.622, 392.673, 121.472, 3626.81
1806, 221.421, 131.474, 372.224, 266.373, 159.408, 142.561, 219.235, 440.573, 289.536, 349.659, 110.592, 3550.2
1807, 260.232, 144.988, 582.34, 450.257, 282.197, 169.698, 289.673, 577.397, 377.981, 629.21, 135.733, 5002.24
1808, 431.316, 191.856, 1159.71, 756.809, 490.635, 268.269, 625.423, 850.662, 535.152, 1103.46, 213.475, 8780.69
1809, 379.591, 229.427, 748.706, 502.725, 351.68, 222.733, 398.536, 658.469, 424.18, 747.956, 184.141, 6885.69
1810, 402.552, 254.651, 638.984, 507.036, 336.488, 224.538, 378.435, 692.433, 475.005, 664.238, 208.508, 6369.26
1811, 783.419, 361.417, 856.704, 876.931, 710.002, 407.722, 702.785, 1147.79, 797.911, 887.488, 475.218, 10024.6
1812, 550.618, 359.052, 432.323, 498.483, 453.574, 243.907, 324.897, 809.853, 567.08, 468.237, 193.987, 6720.33
1813, 463.312, 317.674, 233.699, 295.305, 281.584, 175.821, 157.732, 627.281, 467.736, 257.858, 227.943, 4346.75
1814, 404.198, 316.316, 252.697, 280.807, 249.178, 168.522, 162.912, 584.037, 431.826, 266.74, 232.112, 3889.33
1815, 346.61, 303.32, 242.515, 279.763, 237.009, 172.967, 152.191, 647.315, 502.208, 279.456, 212.446, 3791.09
1816, 348.608, 255.774, 225.006, 260.916, 230.156, 161.951, 143.918, 679.576, 437.008, 263.598, 176.127, 3591.74
1817, 392.187, 257.207, 262.004, 302.082, 312.701, 189.508, 157.775, 697.004, 418.201, 269.516, 206.202, 3890.69
1818, 491.441, 279.253, 463.68, 456.89, 381.845, 213.468, 288.077, 797.155, 477.856, 459.806, 220.72, 5342.94
1819, 403.878, 287.206, 269.398, 307.834, 279.52, 166.639, 166.443, 651.216, 378.995, 282.473, 181.231, 4147.27
1820, 397.674, 270.541, 355.248, 376.518, 282.355, 169.599, 171.322, 613.575, 423.701, 418.566, 185.4, 4407.35
1821, 408.485, 294.93, 309.374, 379.885, 298.144, 179.29, 170.821, 695.529, 433.468, 340.176, 204.836, 4359.03
1822, 333.074, 274.161, 179.481, 270.525, 239.655, 154.112, 97.2374, 662.133, 402.631, 210.25, 167.785, 3446.3
1823, 331.699, 252.004, 113.839, 215.158, 213.057, 141.059, 63.1565, 522.363, 355.209, 139.809, 156.765, 2755.27
1824, 294.184, 244.355, 79.9114, 184.422, 197.558, 133.282, 44.9779, 533.945, 314.36, 99.7029, 140.63, 2372.16
1825, 295.548, 268.629, 59.7939, 164.801, 187.054, 128.663, 34.3487, 532.487, 303.102, 74.116, 129.56, 2164.82
1826, 271.476, 198.234, 45.9176, 151.066, 179.305, 125.092, 26.5162, 504.906, 282.109, 56.7886, 120.615, 1961
1827, 274.393, 187.898, 36.3595, 141.148, 173.194, 122.605, 21.6191, 479.955, 266.315, 44.765, 113.757, 1806.85
1828, 257.906, 219.006, 29.7104, 134.025, 168.162, 120.874, 17.9307, 446.234, 237.242, 36.5223, 108.125, 1701.26
1829, 249.308, 181.529, 25.4845, 128.438, 163.789, 119.656, 15.2284, 430.989, 225.449, 30.7174, 103.524, 1609.98
1830, 260.957, 175.603, 23.7131, 124.74, 160.321, 118.785, 13.2814, 422.626, 219.048, 28.9609, 99.8184, 1557.12
1831, 250.096, 173.879, 32.1719, 136.427, 164.692, 120.704, 17.7284, 431.634, 224.825, 37.6413, 94.8249, 1607.63
1832, 243.881, 172.351, 42.7052, 142.761, 167.102, 121.53, 22.1859, 430.49, 223.233, 54.9811, 90.6049, 1664.22
1833, 255.021, 174.705, 111.415, 187.684, 186.287, 127.932, 62.3192, 465.557, 246.63, 125.89, 100.144, 2106.02
1834, 281.606, 216.425, 178.259, 213.41, 193.193, 128.602, 113.08, 492.242, 262.466, 174.566, 108.542, 2556.76
1835, 328.567, 201.287, 336.138, 328.707, 220.739, 150.953, 217.19, 605.871, 337.719, 291.974, 147.246, 3713.22
1836, 296.39, 203.022, 276.343, 316.341, 212.3, 132.414, 173.084, 569.586, 311.791, 291.337, 142.266, 3667.79
1837, 403.225, 264.884, 566.414, 514.798, 292.33, 205.486, 320.751, 745.413, 441.225, 479.304, 224.751, 5566.33
1838, 336.864, 224.296, 313.866, 329.065, 218.406, 145.52, 161.492, 581.802, 323.993, 275.172, 164.968, 4087.59
1839, 311.75, 250.543, 211.15, 256.158, 194.176, 158.255, 142.433, 486.641, 327.254, 200.864, 172.391, 3296.95
1840, 282.18, 199.755, 139.887, 215.257, 175.982, 141.042, 87.0464, 491.229, 287.297, 147.696, 150.768, 2725.65
1841, 276.624, 185.804, 97.734, 184.187, 163.141, 128.522, 58.6224, 494.975, 281.242, 108.29, 134.104, 2329.71
1842, 287.087, 231.576, 331.672, 312.161, 196.16, 159.242, 186.45, 585.462, 332.461, 281.639, 148.877, 3514.88
1843, 385.296, 222.298, 366.754, 344.868, 225.319, 214.792, 249.878, 677.395, 399.701, 290.893, 244.422, 4364.14
1844, 572.465, 287.11, 640.685, 552.663, 399.852, 246.819, 399.202, 907.893, 552.773, 612.933, 291.852, 6628.12
1845, 523.967, 375.769, 799.891, 713.532, 534.589, 208.407, 383.72, 820.468, 517.788, 844.379, 241.362, 7639.28
1846, 528.986, 382.197, 901.913, 866.8, 648.493, 201.68, 344.292, 830.994, 540.453, 1120.93, 231.84, 8494.57
1847, 534.259, 396.458, 881.815, 960.635, 726.23, 209.81, 345.565, 934.273, 620.823, 1206.94, 223.662, 9028.37
1848, 560.079, 389.059, 609.451, 723.96, 594.986, 206.347, 304.097, 912.036, 636.088, 805.958, 224.068, 7476.58
1849, 682.878, 412.237, 687.608, 795.395, 624.731, 284.991, 412.059, 1057.56, 752.759, 815.154, 303.541, 8542.98
1850, 522.46, 339.435, 340.341, 456.378, 387.791, 194.535, 193.634, 762.531, 552.966, 397.23, 210.283, 5653.58
1851, 451.145, 358.786, 170.339, 307.177, 288.56, 154.927, 94.6916, 659.448, 502.071, 207.632, 210.197, 3891.85
1852, 397.725, 351.304, 107.049, 251.068, 255.667, 141.037, 60.282, 584.227, 443.578, 135.162, 178.238, 3084.32
1853, 367.413, 324.157, 82.6309, 230.293, 240.775, 135.816, 49.7202, 673.277, 426.342, 106.419, 161.941, 2809.71
1854, 355.748, 290.221, 79.0838, 222.986, 234.871, 136.258, 49.6838, 640.109, 367.604, 102.264, 155.429, 2677.01
1855, 346.843, 240.897, 99.5751, 239.853, 234.761, 138.522, 56.3273, 617.77, 344.795, 117.783, 157.287, 2716.13
1856, 326.489, 248.347, 182.308, 262.834, 255.339, 134.745, 67.4432, 613.004, 341.508, 223.521, 148.959, 2985.36
1857, 346.183, 241.405, 260.343, 330.881, 305.735, 143.54, 115.843, 672.427, 377.55, 312.949, 156.332, 3543.69
1858, 312.798, 201.018, 176.671, 288.46, 268.354, 137.762, 78.3422, 608.275, 339.865, 223.983, 148.449, 3126.6
1859, 297.305, 186.13, 116.712, 248.129, 242.224, 131.46, 53.404, 526.928, 277.726, 153.462, 141.44, 2630.7
1860, 285.535, 174.006, 85.9959, 223.463, 229.457, 125.135, 43.203, 492.506, 254.22, 118.273, 134.582, 2316.18
1861, 279.921, 162.817, 90.6587, 219.323, 233.423, 113.471, 40.7118, 501.124, 264.02, 122.676, 129.459, 2241.62
1862, 341.269, 178.733, 213.663, 305.251, 303.365, 133.382, 130.6, 602.734, 324.4, 220.623, 149.684, 3046.17
1863, 341.05, 191.663, 235.793, 303.923, 286.763, 126.805, 142.332, 587.9, 311.86, 251.45, 144.758, 3308.91
1864, 355.076, 202.243, 223.248, 300.879, 277.876, 125.543, 136.566, 579.268, 313.696, 262.177, 162.508, 3376.21
1865, 333.652, 198.379, 202.514, 278.782, 258.83, 116.626, 128.014, 560.038, 302.378, 241.358, 158.545, 3213
1866, 329.953, 194.606, 257.139, 292.971, 257.476, 124.873, 154.856, 594.492, 335.665, 262.377, 164.767, 3424.66
1867, 332.777, 199.909, 292.469, 299.469, 256.262, 133.979, 176.998, 577.008, 325.924, 258.368, 179.754, 3587.7
1868, 307.657, 191.387, 282.289, 291.98, 254.034, 124.231, 138.376, 476.558, 293.956, 276.91, 161.358, 3419.79
1869, 315.935, 188.616, 391.277, 372.178, 288.136, 166.557, 208.185, 530.49, 340.809, 412.936, 166.145, 4115.7
1870, 362.074, 190.304, 532.813, 492.795, 348.586, 181.908, 283.948, 623.116, 402.267, 588.002, 181.612, 5235.79
1871, 358.941, 211.108, 328.309, 376.783, 293.467, 140.485, 193.013, 553.891, 361.393, 358.183, 181.498, 4243.63
1872, 340.909, 219.813, 260.314, 329.887, 269.189, 168.931, 173.376, 509.324, 343.36, 295.234, 178.857, 3740.8
1873, 312.418, 216.763, 162.882, 276.192, 247.349, 150.809, 97.8389, 474.964, 296.369, 202.864, 167.862, 3071.44
1874, 295.115, 205.297, 110.516, 238.142, 229.803, 129.109, 67.7896, 449.406, 285.355, 139.469, 150.577, 2579.16
1875, 278.028, 193.383, 81.3556, 216.456, 218.03, 108.248, 53.1115, 405.507, 263.153, 104.776, 136.45, 2246.26
1876, 268.604, 180.161, 94.3995, 217.958, 218.719, 93.0129, 53.0588, 379.326, 248.186, 112.18, 129.322, 2158.99
1877, 261.099, 172.438, 112.602, 218.335, 218.276, 77.7947, 53.9876, 355.307, 232.156, 125.303, 123.891, 2133.87
1878, 317.973, 187.681, 223.484, 279.777, 251.954, 87.6049, 136.889, 449.146, 300.212, 211.641, 152.864, 2838.86
1879, 347.45, 200.943, 219.077, 309.147, 267.115, 78.8345, 149.229, 500.03, 329.686, 218.083, 157.335, 3170.55
1880, 320.065, 202.763, 162.219, 273.317, 246.611, 55.0172, 101.736, 454.826, 303.044, 176.568, 166.95, 2868.22
1881, 323.745, 192.322, 190.053, 283.769, 258.299, 96.1984, 114.202, 500.676, 328.998, 200.063, 166.547, 2988.26
1882, 310.618, 220.714, 194.765, 289.382, 252.762, 110.285, 128.072, 513.269, 332.603, 194.636, 163.893, 3068.53
1883, 291.379, 189.514, 183.816, 274.589, 237.671, 101.544, 110.173, 495.898, 333.261, 183.38, 151.081, 2933
1884, 308.72, 189.66, 152.605, 266.499, 228.301, 121.149, 101.279, 476.594, 319.253, 165.398, 162.387, 2816.58
1885, 431.258, 221.461, 294.081, 408.507, 311.421, 171.776, 240.826, 623.059, 421.807, 259.016, 211.231, 4069.58
1886, 423.923, 258.344, 254.359, 370.988, 292.569, 136.909, 203.333, 579.512, 371.792, 243.019, 201.256, 4039.94
1887, 389.257, 270.151, 297.537, 338.397, 269.816, 167.149, 163.217, 535.835, 371.523, 266.414, 204.109, 3911.98
1888, 365.839, 265.378, 248.08, 288.134, 238.121, 148.963, 135.889, 553.151, 353.071, 229.55, 199.424, 3528.09
1889, 346.115, 259.093, 191.298, 263.252, 224.902, 137.541, 113.368, 583.597, 363.428, 187.777, 175.649, 3225.2
1890, 335.516, 247.58, 206.397, 271.951, 231.403, 118.024, 112.285, 555.027, 360.552, 225.745, 162.095, 3212.1
1891, 313.087, 244.752, 147.982, 242.576, 216.275, 93.3484, 75.547, 488.762, 317.911, 182.027, 148.349, 2794.37
1892, 299.293, 234.439, 121.869, 225.654, 208.49, 74.9202, 61.2817, 462.687, 302.924, 153.08, 147.546, 2515.06
1893, 308.476, 231.308, 185.323, 250.022, 215.95, 83.4577, 117.943, 487.468, 319.287, 190.715, 149.684, 2827.08
1894, 331.561, 216.116, 203.47, 253.641, 215.135, 91.7356, 129.099, 489.793, 318.662, 195.153, 155.228, 2976.41
1895, 312.836, 213.211, 159.173, 241.612, 208.095, 101.642, 96.3672, 468.298, 303.414, 161.187, 152.861, 2769.61
1896, 295.394, 207.46, 114.315, 214.405, 194.769, 115.017, 66.6921, 435.495, 281.288, 120.912, 147.018, 2434.26
1897, 282.751, 198.167, 84.6894, 192.867, 184.52, 96.9562, 48.3282, 412.921, 263.801, 91.7081, 136.258, 2142.3
1898, 301.378, 198.026, 107.182, 214.315, 196.704, 96.0613, 73.4251, 433.859, 278.781, 104.671, 148.26, 2268.18
1899, 314.267, 208.419, 137.417, 242.111, 208.663, 96.9554, 108.9, 453.974, 294.518, 129.146, 156.783, 2556.19
1900, 325.791, 215.302, 177.749, 242.19, 202.517, 86.2128, 131.206, 448.957, 292.582, 164.258, 172.866, 2774.41
1901, 301.714, 221.696, 151.676, 223.617, 191.869, 72.43, 101.904, 430.248, 276.245, 154.311, 160.21, 2622.78
1902, 314.998, 230.312, 241.169, 286.353, 213.266, 101.125, 141.339, 510.318, 337.808, 182.873, 178.617, 3060.4
1903, 304.041, 228.165, 278.651, 283.471, 208.142, 91.03, 133.789, 496.551, 327.052, 214.006, 162.379, 3168.13
1904, 377.758, 256.73, 396.516, 402.75, 249.546, 106.98, 206.501, 663.898, 452.707, 323.104, 243.139, 4189.7
1905, 362.753, 266.759, 266.988, 343.207, 244.015, 77.6374, 139.803, 580.819, 387.218, 259.502, 209.82, 3759.73
1906, 345.684, 264.076, 231.644, 293.043, 220.993, 147.996, 131.811, 539.007, 369.532, 215.314, 234.04, 3448.44
1907, 337.303, 260.88, 216.361, 271.921, 213.789, 133.349, 116.382, 543.07, 352.916, 195.577, 213.011, 3261.92
1908, 453.81, 278.74, 499.877, 557.874, 421.366, 175.6, 257.812, 807.411, 531.092, 506.988, 239.084, 5485.29
1909, 416.192, 269.919, 397.197, 469.135, 357.591, 145.594, 204.031, 723.076, 470.765, 461.463, 213.772, 5113.08
1910, 362.224, 258.937, 210.79, 317.756, 258.972, 149.302, 105.982, 570.156, 390.81, 266.446, 203.198, 3714.45
1911, 355.196, 244.042, 140.205, 267.176, 231.324, 146.332, 78.8746, 511.64, 357.453, 179.997, 189.108, 3033.77
1912, 335.051, 263.273, 142.752, 254.76, 231.055, 146.399, 81.2057, 666.953, 394.702, 165.799, 170.716, 2982.29
1913, 342.078, 237.368, 191.993, 282.99, 243.144, 140.879, 114.768, 649.263, 428.247, 180.484, 172.92, 3194.86
1914, 334.453, 248.465, 152.034, 266.323, 228.186, 122.36, 90.9385, 569.036, 382.295, 153.666, 171.282, 2984.19
1915, 331.089, 239.206, 147.389, 262.129, 224.698, 109.729, 95.2802, 552.171, 373.421, 138.505, 174.374, 2885.26
1916, 321.848, 240.636, 139.877, 253.203, 222.241, 91.8102, 80.578, 530.995, 358.863, 137.033, 166.899, 2769.05
1917, 304.313, 233.033, 108.101, 225.073, 207.198, 76.8123, 60.1456, 495.496, 339.271, 114.103, 156.62, 2485.24
1918, 288.445, 209.938, 80.2452, 200.884, 193.462, 79.9766, 44.2055, 441.64, 295.468, 89.9733, 145.559, 2186.42
1919, 278.88, 196.639, 61.477, 184.125, 183.764, 65.0557, 33.2625, 416.189, 278.99, 72.3783, 132.548, 1951.2
1920, 272.162, 187.025, 50.0515, 174.143, 180.238, 48.9846, 26.2163, 400.113, 269.219, 60.7868, 122.64, 1784.83
1921, 296.253, 189.524, 75.4961, 206.376, 210.37, 51.6381, 43.908, 433.628, 291.01, 84.4864, 131.708, 1975
1922, 306.306, 197.826, 93.9067, 228.567, 222.292, 47.0239, 51.7699, 449.18, 300.381, 102.061, 134.374, 2150.11
1923, 311.983, 204.197, 84.6247, 218.652, 218.866, 34.9743, 46.7152, 440.367, 295.932, 96.991, 147.572, 2145.03
1924, 320.046, 216.93, 70.7499, 208.237, 211.529, 29.0553, 44.0813, 457.458, 289.95, 82.3667, 155.119, 2107.64
1925, 332.748, 240.581, 57.6689, 196.272, 204.572, 26.2654, 41.7315, 492.293, 320.172, 69.1537, 157.429, 2090.19
1926, 321.724, 255.411, 48.4127, 188.727, 202.707, 21.22, 34.57, 491.739, 319.805, 59.5644, 154.243, 2038.88
1927, 309.947, 253.23, 41.9755, 178.359, 195.653, 16.2916, 26.6293, 474.122, 307.512, 51.6931, 152.2, 1939.2
1928, 293.292, 249.692, 36.5529, 169.132, 189.976, 12.6353, 20.392, 455.217, 292.541, 46.7398, 139.833, 1827.77
1929, 281.382, 235.309, 33.7172, 162.93, 188.299, 10.0799, 15.9171, 439.883, 281.036, 45.2586, 129.618, 1732.06
1930, 278.2, 224.36, 32.3185, 159.776, 191.265, 8.29475, 12.7588, 429.595, 274.232, 44.3599, 122.065, 1665.88
1931, 284.615, 216.92, 30.4068, 157.983, 193.751, 7.0415, 10.5597, 413.978, 260.482, 43.405, 124.673, 1621.26
