Time, McKenzie-Discharge (m3/s), Middle Fork Willamette-Discharge (m3/s), Upper Yamhill-Discharge (m3/s), Pudding-Discharge (m3/s), Clackamas-Discharge (m3/s), Long Tom-Discharge (m3/s), Marys-Discharge (m3/s), North Santiam-Discharge (m3/s), South Santiam-Discharge (m3/s), Tualatin-Discharge (m3/s), Coast Fork Willamette-Discharge (m3/s), WRB-Discharge (m3/s)
8124, 174.77, 92.1794, 38.7604, 97.7912, 134.848, 10.7434, 18.3253, 221.387, 133.952, 44.4963, 38.3967, 1018.99
8125, 170.488, 91.0392, 35.3503, 95.4971, 131.565, 9.71511, 16.5033, 215.593, 129.314, 41.9788, 35.6182, 992.865
8126, 165.72, 89.5401, 29.5524, 88.0727, 125.549, 8.10378, 14.1267, 204.157, 118.447, 35.5119, 34.3773, 930.516
8127, 170.973, 89.3064, 41.3352, 92.5472, 129.682, 10.5708, 22.523, 211.019, 122.806, 39.805, 36.0214, 975.586
8128, 168.467, 92.3696, 48.6305, 96.4525, 131.784, 11.5227, 26.6983, 219.355, 129.161, 41.2406, 42.3848, 1025.97
8129, 163.775, 92.3093, 43.6101, 92.5019, 126.746, 9.97115, 23.6277, 214.468, 125.452, 37.9581, 42.8255, 1004.84
8130, 164.282, 91.5, 42.1827, 94.394, 126.829, 10.7553, 26.0498, 236.834, 147.912, 40.6374, 44.1732, 1031.3
8131, 179.163, 96.7074, 69.935, 120.091, 146.433, 17.7141, 42.8416, 277.413, 179.178, 73.5959, 49.929, 1287.13
8132, 302.838, 133.947, 223.189, 238.282, 284.74, 47.1994, 111.049, 430.018, 285.193, 233.383, 88.8046, 2528.98
8133, 341.421, 165.923, 234.813, 267.146, 296.761, 57.4312, 120.474, 452.924, 295.377, 260.959, 115.415, 2995.31
8134, 291.437, 186.207, 163.211, 212.618, 224.08, 40.5571, 84.1075, 395.43, 261.393, 193.53, 121.437, 2581.27
8135, 269.47, 192.607, 146.721, 189.071, 198.934, 33.5866, 74.1437, 422.647, 259.762, 159.736, 128.697, 2358.99
8136, 263.603, 183.434, 168.212, 191.495, 197.767, 31.1095, 79.2624, 473.031, 281.318, 151.097, 113.538, 2368.35
8137, 248.593, 167.695, 135.905, 174.627, 185.902, 26.9459, 66.3925, 421.839, 269.377, 127.892, 97.232, 2161.12
8138, 233.066, 153.575, 95.0079, 148.247, 169.4, 20.7163, 49.0526, 359.02, 229.626, 96.7255, 86.7162, 1833.64
8139, 216.854, 143.113, 65.5232, 125.615, 155.702, 14.9582, 34.8063, 324.189, 204.257, 70.0453, 76.6724, 1545.86
8140, 203.178, 132.514, 45.4516, 108.596, 145.863, 10.6812, 24.638, 302.249, 191.432, 50.0775, 67.5722, 1326.64
8141, 194.883, 123.673, 32.8099, 97.6729, 138.912, 8.13597, 17.7476, 277.103, 172.72, 37.233, 59.809, 1168.79
8142, 191.753, 118.784, 23.5908, 89.4925, 133.656, 6.2714, 13.0142, 249.515, 157.511, 27.9252, 54.745, 1047.34
8143, 187.342, 117.728, 18.9688, 84.9139, 130.097, 5.31071, 10.0243, 234.373, 147.743, 23.5425, 50.5518, 972.156
8144, 185.164, 117.414, 29.5188, 90.8963, 133.153, 6.53998, 13.8307, 235.186, 147.919, 31.1222, 50.1049, 999.573
8145, 206.691, 125.082, 57.981, 120.619, 153.887, 13.4049, 29.9677, 264.914, 168.432, 61.2543, 60.568, 1240.02
8146, 217.273, 135.558, 68.3409, 135.479, 163.129, 16.3219, 36.4461, 277.344, 175.558, 77.8886, 66.8182, 1405.84
8147, 212.381, 141.331, 58.6703, 125.52, 154.448, 13.4899, 30.5865, 267.338, 168.918, 70.3149, 71.5972, 1370.76
8148, 215.089, 144.45, 57.5444, 127.88, 155.211, 14.3456, 33.188, 279.96, 179.418, 67.2212, 77.1685, 1392.51
8149, 218.101, 147.577, 58.8112, 135.49, 160.51, 15.6559, 36.9939, 301.741, 196.674, 67.0922, 77.8805, 1456.56
8150, 215.726, 147.587, 51.7128, 131.6, 157.622, 14.9047, 33.7653, 299.813, 195.273, 59.7259, 74.4926, 1431.73
8151, 204.021, 143.402, 41.0954, 119.965, 149.384, 29.6135, 27.4028, 282.13, 182.082, 49.134, 65.119, 1335.5
8152, 194.375, 138.927, 30.8608, 106.73, 140.109, 32.584, 20.4159, 265.588, 171.018, 38.717, 58.9089, 1214.02
8153, 184.964, 113.126, 22.4593, 95.7509, 132.334, 27.8797, 14.9351, 258.899, 161.599, 29.4466, 52.2196, 1092.94
8154, 177.239, 102.764, 16.9274, 87.7906, 126.826, 21.3418, 11.2403, 247.673, 152.683, 22.4566, 46.3538, 990.201
8155, 171.08, 97.7464, 13.3783, 81.8675, 122.605, 15.8291, 8.7591, 233.171, 143.52, 17.4893, 41.5778, 908.079
8156, 165.509, 95.0443, 10.3619, 77.1076, 118.684, 11.9131, 6.84053, 220.221, 135.632, 13.8589, 38.1229, 842.432
8157, 160.409, 92.1029, 7.80577, 73.2628, 115.375, 9.11696, 5.36514, 233.788, 129.492, 11.1302, 35.5727, 805.87
8158, 163.559, 83.3764, 5.83017, 70.231, 112.528, 6.83598, 4.24785, 234.251, 124.77, 9.11144, 40.3154, 780.08
8159, 161.696, 80.7413, 4.63939, 67.8744, 109.705, 5.24143, 3.46651, 228.748, 120.582, 7.79536, 39.7602, 756.022
8160, 158.582, 79.2877, 4.03324, 66.1177, 107.011, 4.34114, 2.97046, 199.943, 92.8582, 7.07502, 38.3994, 719.425
8161, 169.457, 79.4306, 3.61256, 64.6264, 104.669, 3.78482, 2.63388, 186.416, 82.6503, 6.90988, 37.102, 696.686
8162, 171.392, 86.7986, 3.34821, 63.0661, 102.68, 3.31724, 2.37178, 184.913, 84.0241, 6.96426, 35.8379, 689.617
8163, 169.464, 98.7682, 3.05284, 61.6776, 100.562, 2.97897, 2.16945, 217.061, 120.209, 6.73504, 34.4411, 710.559
8164, 167.102, 97.8688, 2.57998, 59.9269, 98.138, 2.60613, 1.9733, 223.831, 127.231, 6.15693, 32.9128, 718.034
8165, 165.524, 95.892, 2.03743, 58.1378, 95.7845, 2.31057, 1.80133, 220.741, 125.339, 5.48889, 31.7272, 709.581
8166, 165.514, 94.8128, 1.63474, 56.4943, 93.7336, 2.04407, 1.65332, 204.683, 110.345, 4.88505, 22.7454, 685.334
8167, 167.961, 111.623, 1.90722, 56.5903, 92.6334, 2.52159, 1.90609, 197.309, 104.449, 5.19495, 19.4353, 680.859
8168, 179.115, 122.166, 5.70214, 63.0127, 94.3682, 5.88293, 4.72722, 202.917, 108.006, 8.69097, 24.3455, 735.868
8169, 194.306, 134.462, 12.8463, 75.4867, 99.2645, 12.2519, 10.8621, 220.836, 119.892, 15.6539, 34.2794, 858.542
8170, 194.277, 141.436, 13.8599, 75.5172, 98.5898, 16.9119, 12.6672, 223.006, 121.364, 18.0447, 35.5867, 916.184
8171, 184.993, 138.622, 11.3563, 69.0144, 93.938, 23.1097, 10.5858, 216.279, 115.883, 15.8845, 47.5693, 902.266
8172, 180.028, 134.65, 8.85187, 64.1757, 90.7948, 23.7399, 8.32741, 213.957, 112.438, 13.0054, 47.713, 869.341
8173, 184.98, 132.533, 7.97672, 64.418, 92.1428, 20.5186, 7.38141, 215.245, 113.834, 11.3609, 54.4682, 861.268
8174, 180.442, 134.177, 6.59253, 63.0586, 91.3124, 16.6595, 6.13189, 209.864, 112.212, 9.85335, 53.1251, 841.844
8175, 174.479, 129.814, 5.5298, 59.925, 87.9612, 14.877, 4.97223, 201.409, 107.156, 8.51948, 50.7881, 808.194
8176, 170.508, 127.228, 9.2871, 60.5645, 86.8463, 14.3825, 6.77212, 201.353, 106.173, 10.3065, 49.2521, 805.426
8177, 178.085, 125.954, 30.9308, 75.4489, 95.7619, 16.67, 19.6297, 224.427, 123.596, 24.4897, 50.565, 940.544
8178, 188.359, 127.195, 44.5577, 89.5599, 107.684, 17.7833, 27.1972, 242.702, 136.766, 39.3744, 51.5813, 1086
8179, 193.401, 133.26, 49.1519, 98.7263, 111.962, 23.9159, 30.9244, 252.175, 143.869, 47.6745, 56.5003, 1186.08
8180, 193.095, 136.689, 43.4565, 96.9705, 108.78, 25.6381, 28.1557, 250.952, 142.237, 45.8777, 57.1978, 1191.13
8181, 187.43, 137.169, 33.9998, 87.3503, 102.474, 27.0301, 22.0481, 246.832, 137.729, 37.2284, 56.081, 1122.87
8182, 182.405, 133.702, 30.9456, 82.2423, 97.9241, 25.3455, 18.5495, 260.223, 152.954, 31.2525, 53.5077, 1075.85
8183, 183.493, 132.018, 50.5381, 91.2946, 101.99, 23.6683, 22.49, 270.683, 161.828, 41.7139, 54.4826, 1149.08
8184, 182.512, 132.086, 51.0845, 89.1831, 101.277, 19.9362, 21.4693, 263.387, 157.612, 43.7049, 52.9785, 1141.92
8185, 176.916, 130.677, 39.5318, 79.1866, 95.1657, 20.1703, 16.681, 248.263, 147.904, 36.1497, 51.597, 1056.34
8186, 169.901, 127.61, 27.7988, 69.176, 88.8888, 17.6925, 11.9504, 235.94, 138.748, 26.7869, 48.5344, 954.165
8187, 163.642, 123.077, 18.8031, 61.6842, 83.9185, 13.4277, 8.42212, 227.345, 132.998, 19.1004, 44.7088, 865.182
8188, 159.905, 119.637, 12.7691, 56.7558, 80.1151, 9.68968, 6.02302, 218.219, 127.599, 13.9709, 41.5609, 796.514
8189, 157.777, 118.863, 8.91263, 53.4148, 77.0821, 7.08104, 4.42664, 208.315, 121.303, 10.6691, 39.2656, 746.491
8190, 155.828, 118.645, 6.92512, 51.1159, 74.6203, 5.27283, 3.38014, 199.637, 115.532, 9.07187, 37.4845, 711.66
8191, 153.781, 117.41, 5.32404, 48.6562, 72.341, 3.91544, 2.57652, 192.888, 110.549, 7.59904, 35.9425, 682.58
8192, 151.364, 116.237, 4.43411, 47.1766, 70.7206, 3.02732, 2.05598, 188.394, 106.72, 6.63533, 34.8911, 660.875
8193, 150.498, 114.721, 5.01542, 49.6564, 74.0325, 2.72627, 2.19681, 188.109, 105.789, 7.99798, 34.0411, 664.282
8194, 150.342, 113.872, 8.32978, 52.9454, 77.333, 3.44733, 4.56146, 188.883, 106.272, 12.7266, 34.0668, 689.443
8195, 149.597, 112.966, 11.4213, 56.1149, 80.0307, 4.40767, 7.44146, 190.003, 107.581, 19.2838, 33.871, 723.782
8196, 148.144, 111.084, 13.4812, 56.7564, 79.3992, 5.42383, 8.85772, 190.273, 107.5, 21.5795, 34.1821, 737.531
8197, 145.954, 108.447, 16.1356, 55.9392, 76.2847, 6.83953, 10.0578, 189.071, 106.957, 23.2835, 34.1892, 742.069
8198, 141.952, 105.557, 15.3122, 52.6223, 72.0979, 7.0786, 9.13367, 183.445, 103.855, 21.7218, 33.3719, 718.946
8199, 137.916, 102.567, 12.0303, 48.6454, 68.243, 7.03484, 7.06589, 177.158, 100.473, 17.6195, 32.2528, 678.427
8200, 134.547, 99.4662, 8.7178, 45.3098, 65.1212, 6.23478, 5.18724, 171.721, 97.2265, 13.4668, 30.8689, 637.165
8201, 132.542, 97.0625, 6.40912, 42.6694, 62.6413, 4.97663, 3.85275, 166.928, 94.5478, 10.2694, 29.6254, 603.072
8202, 130.703, 94.8094, 5.40993, 41.0381, 60.6838, 3.91372, 3.26876, 162.152, 91.8724, 8.35215, 28.5302, 578.248
8203, 128.356, 92.7404, 4.65284, 39.7218, 58.913, 3.08724, 2.84307, 157.367, 88.8514, 7.0089, 27.5045, 557.51
8204, 126.253, 90.8127, 3.98563, 38.7369, 57.4813, 2.55663, 2.46132, 153.646, 86.4198, 6.35409, 26.6055, 540.895
8205, 125.297, 89.338, 3.56388, 38.3594, 56.9812, 2.26298, 2.34403, 150.902, 84.6434, 6.42666, 26.1775, 531.009
8206, 124.594, 88.4116, 3.11829, 37.4288, 56.3323, 1.99385, 2.27889, 147.07, 82.2863, 6.45216, 25.7919, 521.267
8207, 125.154, 87.917, 3.53697, 38.6916, 57.3641, 1.98176, 2.40227, 144.533, 80.9443, 8.11545, 26.0314, 524.909
8208, 124.302, 87.7427, 4.21594, 39.4786, 57.1601, 2.01142, 2.47774, 143.013, 79.977, 10.0952, 25.9715, 528.603
8209, 121.697, 86.6504, 4.10966, 37.9748, 54.7775, 2.04396, 2.21127, 140.834, 78.4847, 10.1106, 25.5604, 518.996
8210, 119.293, 85.1719, 3.39746, 35.9427, 52.3139, 2.00034, 1.89786, 138.397, 76.5911, 8.79958, 24.8946, 502.97
8211, 117.101, 83.6016, 2.64394, 34.1575, 50.2829, 1.76141, 1.6479, 135.69, 74.6897, 7.24946, 23.8184, 486.182
8212, 114.792, 81.5735, 1.94714, 32.7073, 48.58, 1.46913, 1.37352, 132.151, 72.7328, 6.05119, 22.7049, 469.637
8213, 112.986, 79.5877, 1.40094, 31.482, 47.0267, 1.22127, 1.134, 128.343, 70.5716, 5.20303, 21.7604, 454.061
8214, 111.643, 77.5119, 0.971003, 30.4035, 45.5779, 1.02754, 0.9434, 124.679, 68.4258, 4.56569, 20.9444, 439.868
8215, 109.944, 74.0352, 0.708418, 29.3473, 44.1931, 0.871421, 0.79918, 121.251, 66.377, 4.08784, 20.1802, 426.396
8216, 107.999, 70.9946, 0.500566, 28.2887, 42.8385, 0.719081, 0.677565, 117.985, 64.3776, 3.68223, 19.4694, 413.245
8217, 106.059, 68.6016, 0.374409, 27.3589, 41.5279, 0.617624, 0.596261, 115.068, 62.5269, 3.42579, 18.8062, 401.24
8218, 104.464, 66.5778, 0.287115, 26.6818, 40.2589, 0.596097, 0.577141, 112.556, 60.9603, 3.39748, 18.2764, 391.465
8219, 103.71, 64.8359, 0.569442, 26.5549, 39.3011, 0.725513, 0.784891, 110.829, 60.0507, 3.77177, 17.9032, 386.317
8220, 100.607, 63.3225, 1.70666, 26.7453, 38.694, 0.911393, 1.36685, 109.344, 59.2971, 4.16513, 17.5107, 383.951
8221, 97.3383, 61.9639, 3.48238, 26.7407, 38.2016, 1.0608, 1.92457, 106.898, 57.673, 4.80659, 17.1163, 382.582
8222, 95.2493, 60.7794, 4.41186, 26.6506, 37.7331, 1.14407, 1.93229, 104.545, 55.9781, 5.5848, 16.7257, 379.346
8223, 93.1328, 59.4249, 4.17353, 26.0826, 36.7351, 1.15442, 1.6534, 102.485, 54.5907, 5.82601, 16.1645, 371.014
8224, 90.9757, 57.7793, 3.29109, 24.9615, 35.4153, 1.07742, 1.31631, 100.216, 53.0773, 5.30326, 15.6141, 358.392
8225, 88.9062, 56.0549, 2.3243, 23.7123, 34.0985, 0.922378, 1.02736, 97.9377, 51.3558, 4.5674, 15.0261, 344.788
8226, 86.9815, 54.337, 1.56567, 22.5875, 32.8934, 0.752081, 0.800709, 95.8001, 49.6647, 3.94921, 14.468, 332.025
8227, 85.1613, 52.7102, 0.987812, 21.6863, 31.8009, 0.598486, 0.644584, 93.905, 48.1701, 3.52521, 13.9503, 321.044
8228, 83.4169, 51.1689, 0.612327, 20.8872, 30.7459, 0.489096, 0.533859, 88.238, 46.7284, 3.22169, 13.4484, 309.1
8229, 81.7196, 49.687, 0.335547, 20.2125, 29.7102, 0.401374, 0.466144, 84.8866, 45.4282, 3.02005, 12.9812, 298.301
8230, 80.02, 48.2149, 0.165727, 19.4941, 28.6765, 0.347558, 0.398277, 82.7312, 44.0035, 2.87502, 12.5096, 289.068
8231, 78.3645, 46.7255, 0.167023, 18.8186, 27.6905, 0.351657, 0.35389, 80.9131, 42.5945, 2.77412, 12.0457, 280.977
8232, 76.7611, 45.2503, 0.152909, 18.1317, 26.747, 0.321754, 0.322629, 79.219, 41.2476, 2.72948, 11.6029, 273.48
8233, 75.2308, 43.8378, 0.153676, 17.5807, 25.9065, 0.329891, 0.30017, 77.6359, 39.9707, 2.77151, 11.1765, 266.648
8234, 73.7885, 42.5133, 0.145664, 17.0991, 25.1253, 0.30624, 0.283435, 76.1409, 38.757, 2.83007, 10.782, 260.357
8235, 72.3952, 41.282, 0.151787, 16.5984, 24.3652, 0.317644, 0.264467, 74.6746, 37.5657, 2.85506, 10.4103, 254.526
8236, 71.0721, 40.0981, 0.137181, 16.1968, 23.6685, 0.296813, 0.252582, 73.3319, 36.4828, 2.95705, 10.0641, 248.956
8237, 69.8684, 38.9533, 0.170954, 16.0108, 23.3002, 0.320874, 0.251802, 72.1461, 35.492, 3.4319, 9.7626, 245.524
8238, 68.6803, 37.8799, 0.165664, 16.0644, 23.4872, 0.327185, 0.253943, 70.9656, 34.4311, 4.69737, 9.4736, 245.021
8239, 67.4251, 36.8057, 0.169269, 15.5824, 22.7669, 0.349678, 0.241417, 69.6304, 33.3575, 4.69503, 9.17923, 239.716
8240, 66.1702, 35.7439, 0.188292, 14.8903, 21.7714, 0.316647, 0.227088, 68.2882, 32.3298, 4.28003, 8.8866, 232.856
8241, 65.0152, 34.6964, 0.137858, 14.244, 20.8938, 0.322041, 0.222367, 67.0625, 31.3893, 3.75732, 8.59992, 225.999
8242, 64.013, 33.7112, 0.282873, 14.1098, 20.2043, 0.339202, 0.249092, 66.1814, 30.724, 3.56622, 8.34841, 221.204
8243, 62.9905, 32.7711, 0.159325, 14.3178, 19.661, 0.352775, 0.263991, 69.7397, 29.9451, 3.71338, 8.06631, 220.852
8244, 61.9806, 31.8735, 0.203705, 14.3131, 19.0318, 0.324048, 0.254807, 70.6188, 28.8415, 3.7505, 7.78405, 219.788
8245, 60.9891, 30.9895, 0.219668, 13.9988, 18.3288, 0.304469, 0.22219, 70.0074, 27.7695, 3.58764, 7.50277, 216.441
8246, 59.9938, 30.1025, 0.23164, 13.5917, 17.685, 0.29015, 0.199004, 69.4022, 26.8864, 3.43479, 7.2356, 212.515
8247, 59.2849, 29.193, 0.209234, 13.1175, 16.9735, 0.48832, 0.238245, 68.9577, 26.3635, 3.28161, 7.0139, 209.05
8248, 58.3724, 28.2697, 0.219139, 12.6034, 16.2492, 0.624622, 0.249199, 68.4901, 25.8331, 3.17714, 6.82714, 205.58
8249, 57.4451, 27.3178, 0.193858, 12.1229, 15.559, 0.632599, 0.240049, 68.2416, 25.5179, 3.09129, 6.60559, 201.969
8250, 56.5151, 26.4059, 0.228048, 11.6699, 14.9039, 0.6476, 0.230952, 68.0268, 25.2191, 3.03629, 6.33063, 198.367
8251, 55.6466, 25.5495, 0.194921, 11.2752, 14.3004, 0.634858, 0.221072, 67.8492, 24.9432, 3.00568, 6.09371, 194.917
8252, 54.8959, 24.7439, 0.229007, 10.9279, 13.8041, 0.627021, 0.218835, 67.7273, 24.6949, 2.99212, 5.95659, 191.857
8253, 54.3665, 24.0248, 0.201571, 10.674, 13.4136, 0.63767, 0.22621, 67.7477, 24.5521, 2.99279, 5.87304, 189.483
8254, 54.4179, 23.5268, 0.231147, 10.8854, 13.3728, 0.856102, 0.281595, 68.3606, 24.8352, 3.17303, 5.94151, 190.609
8255, 54.163, 23.2765, 0.238018, 10.8913, 13.1462, 0.981292, 0.29509, 72.6499, 29.2019, 3.26286, 5.92191, 193.474
8256, 60.1961, 31.1649, 0.241595, 10.6525, 12.7605, 1.07668, 0.310775, 74.1639, 30.3241, 3.37262, 5.83194, 200.179
8257, 61.2177, 29.624, 0.86721, 11.8265, 13.1131, 1.27091, 0.601494, 75.3435, 30.9712, 5.31056, 5.80889, 216.085
8258, 61.0965, 28.4271, 2.23666, 13.2838, 13.2814, 2.14989, 1.53961, 77.8295, 32.7079, 7.4166, 6.51427, 234.631
8259, 60.1347, 27.5355, 3.41068, 13.7465, 12.9724, 2.80182, 2.26043, 79.0243, 33.4059, 8.4049, 9.17389, 246.385
8260, 58.4507, 26.779, 3.53489, 12.9964, 12.353, 3.13768, 2.22603, 78.3577, 32.6666, 7.99355, 9.72821, 245.322
8261, 57.1096, 26.4245, 2.93689, 11.7821, 11.6821, 3.25552, 1.80211, 77.1918, 31.5906, 6.88726, 9.52489, 235.977
8262, 56.4078, 26.1744, 2.22799, 10.6814, 11.1159, 2.94988, 1.37513, 76.2547, 30.7107, 5.82014, 9.1814, 225.074
8263, 56.3028, 26.1772, 1.63207, 9.81761, 10.6408, 2.43062, 1.03844, 75.6351, 30.0684, 4.99215, 8.86298, 215.797
8264, 56.5956, 26.409, 1.20088, 9.18012, 10.2337, 1.92548, 0.798952, 75.2284, 29.5722, 4.40936, 8.6136, 209.116
8265, 56.8358, 26.4699, 1.84264, 9.80437, 10.2789, 1.60189, 1.08507, 75.7418, 29.6961, 6.14443, 8.45777, 214.403
8266, 57.1062, 26.0594, 4.60587, 11.7487, 10.9248, 1.6284, 2.13953, 77.6963, 30.9098, 10.4817, 8.81533, 234.194
8267, 56.1545, 24.6535, 6.55873, 12.4848, 11.042, 1.63122, 2.7066, 78.5461, 31.3148, 12.7289, 9.00776, 245.28
8268, 55.083, 23.8944, 6.14236, 11.5852, 10.4775, 1.62328, 2.40075, 77.8552, 30.593, 11.7115, 8.85729, 239.645
8269, 55.0093, 24.319, 4.77983, 10.3455, 9.83817, 1.63169, 1.85792, 77.0382, 29.8218, 9.6524, 8.66008, 228.033
8270, 55.3741, 24.8581, 3.4615, 9.297, 9.29842, 1.5013, 1.38693, 76.4539, 29.2226, 7.72716, 8.43966, 217.26
8271, 55.6477, 25.1058, 2.45671, 8.50375, 8.866, 1.30299, 1.03641, 76.1005, 28.7838, 6.24044, 8.24528, 209.023
8272, 55.7805, 25.1854, 1.74, 7.9116, 8.5096, 1.11743, 0.791917, 75.9295, 28.4772, 5.17199, 8.09357, 203.016
8273, 55.8087, 25.1912, 1.24038, 7.48175, 8.2002, 0.972691, 0.617118, 75.839, 28.2178, 4.46775, 7.97005, 198.666
8274, 55.7805, 24.9013, 0.923739, 7.13192, 7.91523, 0.863348, 0.494203, 89.2338, 42.4796, 3.99497, 7.86566, 203.065
8275, 62.7014, 23.7232, 0.703133, 6.81723, 7.64107, 0.786472, 0.410617, 80.5989, 31.8769, 3.66458, 14.4346, 204.423
8276, 64.9554, 51.5402, 0.547232, 6.5506, 7.41177, 0.730378, 0.356973, 76.3448, 28.178, 3.42421, 14.8424, 213.829
8277, 62.6815, 55.0066, 0.432261, 6.32787, 7.19405, 0.691844, 0.3173, 75.1131, 27.4403, 3.24854, 32.161, 230.291
8278, 59.3306, 54.1083, 0.46787, 6.18353, 6.93954, 0.743965, 0.404216, 74.7128, 27.3309, 3.1393, 35.3139, 241.908
8279, 56.0234, 53.5493, 0.947952, 6.49093, 6.84296, 0.941441, 0.745857, 75.1617, 27.8719, 3.70052, 35.0653, 249.439
8280, 57.354, 53.4108, 1.78041, 7.23055, 6.98671, 1.13953, 1.08643, 75.9906, 28.6885, 5.39417, 34.6429, 258.458
8281, 55.7916, 54.0266, 2.29199, 7.7097, 7.09913, 1.32082, 1.15535, 76.1073, 28.9246, 6.75841, 22.5064, 259.013
8282, 54.898, 58.919, 2.18516, 7.61513, 6.96417, 1.49912, 1.0259, 75.6406, 28.7388, 6.67337, 19.5916, 253.714
8283, 54.1989, 57.3894, 1.76335, 7.05184, 6.61807, 1.48145, 0.832728, 74.6967, 28.1882, 5.87187, 19.0915, 246.107
8284, 59.0562, 58.3028, 1.31255, 6.42077, 6.2479, 1.38921, 0.655493, 73.743, 27.6503, 5.05015, 18.5277, 241.165
8285, 67.2227, 60.9488, 1.2567, 6.59304, 6.44518, 1.47064, 0.742678, 73.9665, 27.9946, 5.28046, 18.4461, 247.977
8286, 70.3891, 66.7572, 1.816, 7.87152, 7.33448, 1.78031, 1.18655, 75.3286, 29.1338, 6.9796, 18.8109, 267.054
8287, 71.4469, 65.5865, 1.9781, 8.06784, 7.29803, 1.75306, 1.20551, 74.7962, 28.816, 7.52115, 18.7577, 274.719
8288, 70.3623, 56.993, 1.72553, 7.434, 6.75106, 1.83048, 1.02765, 73.7479, 28.1992, 6.9329, 18.7716, 268.539
8289, 76.9258, 62.7403, 1.32818, 6.68049, 6.23293, 1.70743, 0.805959, 78.3062, 33.6703, 6.28594, 26.133, 270.771
8290, 78.6414, 53.8307, 0.967571, 6.06809, 5.84401, 1.46984, 0.624097, 79.6086, 35.0521, 5.71133, 26.8312, 271.751
8291, 78.8895, 44.2389, 0.701498, 5.60312, 5.57956, 1.24421, 0.491889, 79.4022, 35.065, 5.02722, 28.5765, 266.153
8292, 78.5783, 42.7749, 0.508545, 5.35979, 5.52231, 1.11462, 0.41451, 79.0077, 34.9314, 4.49885, 27.9295, 259.707
8293, 79.0759, 44.1892, 0.382005, 5.18207, 5.3603, 1.02412, 0.374826, 69.2145, 24.5899, 3.98856, 27.0483, 249.42
8294, 78.1837, 46.7522, 0.3078, 4.96128, 5.1013, 0.943335, 0.344308, 85.9994, 43.8295, 3.59114, 26.6154, 254.153
8295, 77.367, 49.9078, 0.245661, 4.73997, 4.85251, 0.867919, 0.31638, 94.61, 52, 3.35631, 26.444, 263.344
8296, 76.5791, 54.3441, 0.208069, 4.59407, 4.67717, 46.6809, 0.305209, 96.8896, 54.0817, 3.34661, 24.6188, 292.16
8297, 73.3161, 59.9787, 0.218424, 4.47068, 4.55791, 51.5243, 0.325438, 96.146, 53.35, 3.30796, 23.4229, 312.91
8298, 73.4418, 51.0047, 0.363325, 4.55828, 4.64786, 50.8594, 0.489203, 78.9429, 34.9489, 3.48769, 23.4134, 308.865
8299, 73.0687, 52.774, 0.754109, 4.96416, 4.81936, 50.0569, 0.640544, 72.1629, 29.1512, 4.85824, 23.6891, 304.132
8300, 76.0329, 55.1712, 2.62791, 7.3586, 6.02619, 50.5814, 1.1917, 72.5491, 29.6286, 12.324, 24.1727, 328.897
8301, 76.4607, 58.3579, 3.77346, 8.90334, 6.60482, 49.9916, 1.58777, 73.141, 30.1309, 16.061, 23.1768, 344.854
8302, 74.9388, 61.999, 3.65474, 8.50697, 6.17853, 50.1811, 1.51398, 72.2248, 29.5781, 14.7936, 22.8658, 342.982
8303, 75.6932, 66.5686, 2.92522, 7.34658, 5.5049, 48.8764, 1.23496, 70.9829, 28.875, 11.9304, 22.2928, 334.185
8304, 73.8213, 62.4414, 2.15981, 6.24746, 4.93166, 36.7223, 0.952188, 75.2284, 34.0428, 9.2837, 28.4966, 322.033
8305, 70.4045, 53.3893, 1.53793, 5.39376, 4.49809, 23.3651, 0.721113, 75.0074, 33.8427, 7.25766, 30.2436, 300.919
8306, 72.3716, 58.7561, 1.08233, 4.77143, 4.17562, 12.7953, 0.554552, 88.6716, 48.9557, 5.80654, 28.9061, 290.904
8307, 71.7315, 59.9249, 0.769164, 4.32212, 3.92798, 6.5792, 0.44075, 89.1157, 48.6362, 4.84454, 27.9273, 282.629
8308, 72.411, 59.6013, 0.55361, 3.97872, 3.72613, 3.26327, 0.360255, 94.4305, 54.6527, 4.17032, 27.6414, 278.8
8309, 71.1089, 58.3879, 0.406755, 3.71711, 3.55397, 1.95965, 0.296382, 96.9141, 57.182, 3.69317, 27.4658, 276.065
8310, 68.5394, 57.7342, 0.304644, 3.51991, 3.41405, 1.6216, 0.267869, 97.4331, 57.8178, 3.367, 25.9928, 271.944
8311, 72.2871, 62.4934, 0.23661, 3.36599, 3.28835, 1.54798, 0.244469, 96.3339, 56.8504, 3.1283, 19.1607, 268.699
8312, 72.8574, 61.1232, 0.184138, 3.22879, 3.17146, 19.5194, 0.225629, 95.2617, 56.0345, 2.95153, 16.0922, 273.707
8313, 71.6447, 57.7327, 0.170783, 3.11401, 3.06278, 40.8844, 0.212242, 90.4251, 51.1519, 2.81954, 16.4385, 283.363
8314, 69.7552, 54.6274, 0.166284, 3.01764, 2.96585, 44.2887, 0.205893, 88.0899, 49.255, 2.73289, 17.2368, 287.495
8315, 72.7109, 50.7058, 0.176009, 3.02373, 2.87882, 42.6039, 0.221718, 87.4945, 49.0075, 2.68997, 17.4882, 286.952
8316, 72.3712, 51.5613, 0.171648, 3.03773, 2.79497, 42.5154, 0.327781, 87.9209, 49.7247, 2.69276, 17.7156, 286.835
